reading_id,robot_id,timestamp,vibration_level,motor_temperature,torque_load,power_consumption,model_type,factory_location,operating_environment,cumulative_hours,failure_time,rul_hours_raw,rul_hours,is_failure_robot,label_status,total_maintenance_count,total_downtime_hours,avg_downtime_hours,repair_count,replacement_count,lubrication_count,calibration_count,inspection_count,health_risk_label,vibration_rolling_mean_7d,temperature_rolling_mean_7d,torque_rolling_mean_7d,power_rolling_mean_7d,vibration_rolling_std_7d,temperature_rolling_std_7d,torque_rolling_std_7d,power_rolling_std_7d,wear_trend_slope,load_stress_index,vibration_short_long_diff,temperature_short_long_diff
READ-011676,ROB-0007,2023-02-19 06:00:00,0.344,54.6,61.0,1801.7,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",222.0,2023-11-21,6594.0,6594.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3172142857142857,56.85,101.18928571428572,1266.8357142857142,0.09390750261623958,7.585390441377963,25.271449844610764,428.8582302349013,-0.0035106732348111655,13542.0,-0.04721428571428571,-2.2250000000000085
READ-011677,ROB-0007,2023-02-19 12:00:00,0.157,45.0,76.8,682.8,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",228.0,2023-11-21,6588.0,6588.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.31425000000000003,56.06785714285714,99.125,1270.5571428571427,0.09766974777089181,7.639616704144482,24.797470375766906,423.0780003634488,-0.0053073344280240835,17510.399999999998,-0.08025000000000004,-6.717857142857149
READ-011678,ROB-0007,2023-02-19 18:00:00,0.393,51.1,97.3,1159.3,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",234.0,2023-11-21,6582.0,6582.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.32082142857142854,55.771428571428565,99.98928571428571,1285.9035714285715,0.09650908749052581,7.6665148363157645,24.27298970255888,410.3302197572483,-0.005560755336617406,22768.2,-0.04257142857142854,-6.6214285714285595
READ-011679,ROB-0007,2023-02-20 00:00:00,0.336,58.2,147.3,1143.7,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",240.0,2023-11-21,6576.0,6576.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3154285714285714,55.96785714285714,101.63214285714287,1265.207142857143,0.09093727124555309,7.6553565643269765,25.86920167376828,401.9864618400046,-0.004129720853858785,35352.0,-0.007928571428571396,-3.74285714285714
READ-011680,ROB-0007,2023-02-20 06:00:00,0.397,50.0,149.5,685.9,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",246.0,2023-11-21,6570.0,6570.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3108571428571429,55.88928571428572,103.07142857142857,1265.1821428571427,0.0828714820651986,7.706579165483375,27.382663576618416,402.0237988658101,-0.001863711001642036,36777.0,0.009892857142857148,-4.814285714285717
READ-011681,ROB-0007,2023-02-20 12:00:00,0.171,49.3,83.7,1837.9,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",252.0,2023-11-21,6564.0,6564.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.30542857142857144,55.625,102.43571428571428,1264.207142857143,0.08692586393074166,7.804017246597113,27.626037292886163,400.5451072102278,-0.002800766283524904,21092.4,0.0188214285714286,-3.4749999999999943
READ-011682,ROB-0007,2023-02-20 18:00:00,0.433,67.3,107.5,1778.4,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",258.0,2023-11-21,6558.0,6558.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3092857142857143,55.635714285714286,103.68214285714285,1274.7892857142858,0.09016234622750603,7.820401348311814,27.01050623535123,410.3099030581872,-0.0017027914614121508,27735.0,0.024964285714285772,0.5642857142857096
READ-011683,ROB-0007,2023-02-21 00:00:00,0.416,68.7,141.5,1705.6,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",264.0,2023-11-21,6552.0,6552.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3116428571428571,55.975,104.53571428571429,1284.4535714285716,0.09210791347581228,8.178636352876476,27.831772601427428,417.3496220482408,-0.0005911330049261083,37356.0,0.0426071428571429,2.8500000000000014
READ-011684,ROB-0007,2023-02-21 06:00:00,0.414,69.5,110.5,835.0,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",270.0,2023-11-21,6546.0,6546.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3136785714285715,56.67857142857143,104.13571428571427,1246.0535714285713,0.09376252649999024,8.469918760503186,27.655877605629634,406.9780833867382,0.0005251778872468526,29835.0,0.04482142857142851,7.021428571428572
READ-011685,ROB-0007,2023-02-21 12:00:00,0.408,55.8,87.7,1023.1,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",276.0,2023-11-21,6540.0,6540.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.31325000000000003,56.442857142857136,101.93214285714286,1243.05,0.09328475918549768,8.396314384186388,26.34261515142097,408.34883009142686,0.0020659551176792548,24205.2,0.10449999999999993,8.882142857142853
READ-011686,ROB-0007,2023-02-21 18:00:00,0.41,71.7,103.0,1187.3,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",282.0,2023-11-21,6534.0,6534.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3178571428571429,57.44642857142857,102.92142857142858,1259.4928571428572,0.09480612352691706,8.483294352360003,25.820367457907647,395.87426261243826,0.0025249042145593864,29046.0,0.09414285714285714,8.978571428571428
READ-011687,ROB-0007,2023-02-22 00:00:00,0.489,72.6,57.8,897.5,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",288.0,2023-11-21,6528.0,6528.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.32121428571428573,57.7,101.5,1231.292857142857,0.09920138781244618,8.83188667399114,27.183682469315908,392.393788345681,0.00440175150519978,16646.399999999998,0.10903571428571424,9.700000000000003
READ-011688,ROB-0007,2023-02-22 06:00:00,0.375,51.7,112.9,1188.7,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",294.0,2023-11-21,6522.0,6522.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.32289285714285715,57.68214285714286,102.82142857142857,1220.9750000000001,0.09971676157839533,8.843916242104203,26.789596614590657,389.4646854384922,0.00485303776683087,33192.6,0.09760714285714284,5.267857142857146
READ-011689,ROB-0007,2023-02-22 12:00:00,0.165,53.8,78.5,688.1,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",300.0,2023-11-21,6516.0,6516.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3147857142857143,57.57142857142857,102.95357142857142,1198.7857142857142,0.1030617783600213,8.873425040967666,26.655045831023603,401.74547840391364,0.004234811165845649,23550.0,0.044964285714285734,4.878571428571433
READ-011690,ROB-0007,2023-02-22 18:00:00,0.39,54.3,57.5,1983.9,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",306.0,2023-11-21,6510.0,6510.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.31853571428571426,57.785714285714285,102.59285714285714,1202.8964285714285,0.10384514187993335,8.7122185075187,27.21368022767946,409.3715485980765,0.004554187192118225,17595.0,0.036214285714285754,0.3142857142857167
READ-011691,ROB-0007,2023-02-23 00:00:00,0.269,46.4,142.4,1609.9,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",312.0,2023-11-21,6504.0,6504.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3172142857142857,57.753571428571426,103.23928571428573,1224.6499999999999,0.10424520848491545,8.75389784685814,27.95332537411068,414.38734742231657,0.004088669950738916,44428.8,-0.01746428571428571,-6.203571428571422
READ-011692,ROB-0007,2023-02-23 06:00:00,0.484,48.5,120.1,1591.7,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",318.0,2023-11-21,6498.0,6498.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3249285714285714,57.510714285714286,102.5607142857143,1248.5464285714286,0.10837859860194095,8.917288214503843,27.27289170024188,415.6145823932115,0.0049304871373836885,38191.799999999996,0.002071428571428613,-6.760714285714286
READ-011693,ROB-0007,2023-02-23 12:00:00,0.389,68.7,152.6,1929.8,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",324.0,2023-11-21,6492.0,6492.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3313214285714286,57.839285714285715,104.26071428571427,1281.6928571428573,0.10661319964537384,9.159505861073931,28.86747932248091,431.8893916429953,0.004491789819376027,49442.4,0.05167857142857141,-3.364285714285721
READ-011694,ROB-0007,2023-02-23 18:00:00,0.36,63.6,76.7,1800.7,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",330.0,2023-11-21,6486.0,6486.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3327857142857143,58.167857142857144,103.07142857142858,1308.3535714285715,0.1067192082897424,9.196499075088049,29.304908666598376,440.28531362535796,0.00460591133004926,25311.0,0.04271428571428565,-1.3678571428571473
READ-011695,ROB-0007,2023-02-24 00:00:00,0.168,55.6,136.4,1377.3,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",336.0,2023-11-21,6480.0,6480.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3320714285714286,57.846428571428575,104.02857142857142,1315.3607142857143,0.10778577126305908,9.120326591896653,29.956460468645567,439.7459951509765,0.002239189928845101,45830.4,0.018178571428571433,1.2535714285714192
READ-011696,ROB-0007,2023-02-24 06:00:00,0.332,63.6,107.7,1719.8,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",342.0,2023-11-21,6474.0,6474.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3356071428571429,57.74285714285714,105.02857142857144,1321.2535714285714,0.1060249234450768,9.034478343645471,29.57922014777038,444.156888766373,0.0014523809523809524,36833.4,-0.023357142857142854,5.13214285714286
READ-011697,ROB-0007,2023-02-24 12:00:00,0.522,67.7,115.1,858.1,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",348.0,2023-11-21,6468.0,6468.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3404285714285714,57.642857142857146,105.17142857142858,1317.189285714286,0.11138269982410118,8.902576762706014,29.61926121497016,447.97631496524593,0.003237547892720307,40054.799999999996,0.005071428571428616,4.982142857142854
READ-011698,ROB-0007,2023-02-24 18:00:00,0.44,56.8,146.2,879.1,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",354.0,2023-11-21,6462.0,6462.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.33760714285714283,57.88928571428571,105.72142857142856,1308.117857142857,0.10762910913073258,8.774894292313151,30.24906924975033,454.36827293186957,0.005390530925013684,51754.799999999996,0.02789285714285722,3.0357142857142847
READ-011699,ROB-0007,2023-02-25 00:00:00,0.395,57.7,83.6,1446.2,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",360.0,2023-11-21,6456.0,6456.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3429642857142857,57.63928571428571,106.00000000000001,1288.8107142857145,0.10657686572084167,8.672790113901547,29.998185130289325,435.55771088408255,0.005079638752052544,30095.999999999996,0.07928571428571429,3.8107142857142833
READ-011700,ROB-0007,2023-02-25 06:00:00,0.253,47.3,152.4,2033.6,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",366.0,2023-11-21,6450.0,6450.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3445,57.62142857142857,108.86071428571428,1333.732142857143,0.10488635825572436,8.694287487806863,30.480829911002957,445.4383168450561,0.0033596059113300495,55778.4,0.05800000000000005,-0.24642857142856656
READ-011701,ROB-0007,2023-02-25 12:00:00,0.293,42.6,60.3,1783.4,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",372.0,2023-11-21,6444.0,6444.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3442142857142857,56.78214285714286,105.96785714285714,1354.4428571428573,0.10502005351461048,8.975235623500618,31.12501737106675,452.58285791711467,0.002633825944170771,22431.6,0.001035714285714362,-5.682142857142857
READ-011702,ROB-0007,2023-02-25 18:00:00,0.351,62.2,82.2,1323.2,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",378.0,2023-11-21,6438.0,6438.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3490357142857143,57.15,105.2,1375.2535714285714,0.10197039590102439,8.978802196779307,31.446580218004758,436.4150016789937,0.0016663929939792017,31071.600000000002,-0.02603571428571433,-4.699999999999996
READ-011703,ROB-0007,2023-02-26 00:00:00,0.386,52.3,81.8,1119.6,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",384.0,2023-11-21,6432.0,6432.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.35500000000000004,57.37857142857143,104.64285714285714,1359.6892857142855,0.0989212181860263,8.760617141412627,31.726836736620466,437.5220860789523,0.0009074986316365629,31411.199999999997,-0.03425000000000006,-6.278571428571432
READ-011704,ROB-0007,2023-02-26 06:00:00,0.414,66.1,142.9,1451.3,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",390.0,2023-11-21,6426.0,6426.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3575,57.78928571428571,107.56785714285715,1347.175,0.09951567901778283,8.894082064338953,31.327033096760104,429.3459535972946,0.0012561576354679805,55731.0,0.003500000000000003,-1.9892857142857068
READ-011705,ROB-0007,2023-02-26 12:00:00,0.323,61.1,149.6,770.0,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",396.0,2023-11-21,6420.0,6420.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.36342857142857143,58.364285714285714,110.16785714285716,1350.2892857142856,0.09177203179676166,8.550426209247611,31.69770471385877,424.63883856082407,-0.0005900383141762453,59241.6,0.0050714285714285046,2.0607142857142833
READ-011706,ROB-0007,2023-02-26 18:00:00,0.329,61.1,119.8,888.0,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",402.0,2023-11-21,6414.0,6414.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.36114285714285715,58.721428571428575,110.97142857142858,1340.6000000000001,0.09180523437256218,8.443948398128963,31.644563714774346,432.18632984362614,-0.0006097427476737821,48159.6,0.001857142857142835,1.4285714285714306
READ-011707,ROB-0007,2023-02-27 00:00:00,0.376,42.8,146.2,1121.4,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",408.0,2023-11-21,6408.0,6408.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3625714285714286,58.17142857142857,110.93214285714285,1339.8035714285713,0.09171066765020616,8.96465723634091,31.59844175215008,432.5829789652803,-0.0006995073891625614,59649.6,-0.002071428571428613,-0.39642857142857224
READ-011708,ROB-0007,2023-02-27 06:00:00,0.341,61.7,88.2,705.1,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",414.0,2023-11-21,6402.0,6402.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3605714285714286,58.589285714285715,108.74285714285713,1340.4892857142859,0.09154251332595013,8.841498921257825,30.94411244870493,431.52196145073043,-0.0005856595511767919,36514.8,-0.018321428571428544,-1.9142857142857181
READ-011709,ROB-0007,2023-02-27 12:00:00,0.335,65.3,108.1,1510.2,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",420.0,2023-11-21,6396.0,6396.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3664285714285715,59.160714285714285,109.61428571428571,1328.7857142857142,0.08389077050344328,8.73529830675156,30.55385911596614,421.86760843612893,-0.0022791461412151053,45402.0,-0.021178571428571435,-1.4357142857142833
READ-011710,ROB-0007,2023-02-27 18:00:00,0.391,63.4,139.3,840.5,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",426.0,2023-11-21,6390.0,6390.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.36492857142857144,59.02142857142858,110.75,1295.2892857142856,0.08302740670736548,8.631181934549968,31.059196765269128,422.08061222269583,-0.0015692391899288442,59341.8,-0.00417857142857142,-0.7214285714285751
READ-011711,ROB-0007,2023-02-28 00:00:00,0.46,47.4,96.7,1645.0,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",432.0,2023-11-21,6384.0,6384.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3665,58.260714285714286,109.15,1293.125,0.0844342830143548,8.685037763440125,30.566472797155704,420.04923487874873,-0.00046141215106732246,41774.4,0.015250000000000041,1.1892857142857167
READ-011712,ROB-0007,2023-02-28 06:00:00,0.416,52.0,105.6,1024.9,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",438.0,2023-11-21,6378.0,6378.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.36657142857142855,57.635714285714286,108.97500000000001,1299.9071428571428,0.08447678996226156,8.473366303184145,30.57248369464378,413.86591667365764,0.0002813355227148336,46252.799999999996,0.03392857142857142,-0.6107142857142804
READ-011713,ROB-0007,2023-02-28 12:00:00,0.394,55.7,124.7,791.6,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",444.0,2023-11-21,6372.0,6372.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.36607142857142855,57.63214285714286,110.29642857142856,1291.6392857142857,0.08426366405138748,8.474189727306769,30.4180925954087,421.8361480561834,0.0008128078817733993,55366.8,0.04917857142857146,-3.00714285714286
READ-011714,ROB-0007,2023-02-28 18:00:00,0.171,47.1,76.2,2007.4,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",450.0,2023-11-21,6366.0,6366.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.35753571428571423,56.75357142857143,109.33928571428571,1320.9285714285713,0.0914478123355195,8.233467481716726,31.0708311382082,442.297931981284,-0.0002799671592775035,34290.0,0.00271428571428578,-6.203571428571436
READ-011715,ROB-0007,2023-03-01 00:00:00,0.343,69.1,148.4,1879.7,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",456.0,2023-11-21,6360.0,6360.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.35232142857142856,56.628571428571426,112.575,1356.0071428571428,0.08776232785470199,8.007443626973181,30.210368896934863,446.40211977507727,0.0006559934318555013,67670.40000000001,-0.021321428571428547,-0.6535714285714249
READ-011716,ROB-0007,2023-03-01 06:00:00,0.202,59.3,76.9,564.7,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",462.0,2023-11-21,6354.0,6354.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.34614285714285714,56.9,111.28928571428571,1333.7214285714288,0.092089615888532,7.962876829852852,30.95295521445306,470.0153680364889,-0.0002747673782156544,35527.8,-0.06864285714285712,0.8999999999999986
READ-011717,ROB-0007,2023-03-01 12:00:00,0.484,46.3,125.5,649.6,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",468.0,2023-11-21,6348.0,6348.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.35753571428571423,56.63214285714285,112.96785714285714,1332.3464285714285,0.08851259887004884,8.193812189759916,30.378001952819456,472.0260589810088,-0.0006937602627257797,58734.0,-0.057535714285714246,-1.182142857142857
READ-011718,ROB-0007,2023-03-01 18:00:00,0.511,50.0,74.8,851.8,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",474.0,2023-11-21,6342.0,6342.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.36185714285714293,56.47857142857142,113.58571428571429,1291.9142857142858,0.09299650104358345,8.278994264507373,29.36717384207918,462.53975982394144,0.0006978653530377672,35455.2,0.023142857142857076,-0.3035714285714235
READ-011719,ROB-0007,2023-03-02 00:00:00,0.562,54.7,107.2,631.1,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",480.0,2023-11-21,6336.0,6336.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3723214285714286,56.775,112.32857142857142,1256.957142857143,0.09848370933962133,8.050195534777284,28.83663895171811,474.45119752823774,0.0014397920087575267,51456.0,0.06742857142857145,-4.199999999999996
READ-011720,ROB-0007,2023-03-02 06:00:00,0.247,68.0,103.0,1152.5,ARM-X7,Fukuoka Center,"Heavy Industrial (30-40°C, 70% RH)",486.0,2023-11-21,6330.0,6330.0,True,labelled_failure_timeline,5,47.0,9.4,1,0,0,2,2,Healthy,0.3638571428571429,57.471428571428575,111.71785714285714,1241.2714285714285,0.09871422062953933,8.15065810307533,28.847030190188576,470.2156990125741,0.0014001094690749864,50058.0,0.08714285714285719,-2.721428571428575
